Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
148,Long Island University,29,8,21,0.276,-26.15,-16.63,,5,11,,5,9,,3,12,,1688,1964,,1165,735,1748,0.42,197,599,0.329,297,434,0.684,355,1063,483,259,85,439,439
149,Longwood,30,9,21,0.3,-21.72,-10.65,,6,10,,6,6,,3,14,,1830,2060,,1200,762,1850,0.412,225,695,0.324,311,441,0.705,400,1216,451,233,89,556,491
150,Louisiana,29,16,13,0.552,-2.09,0.14,,10,8,,8,7,,7,6,,1688,1700,,1175,598,1537,0.389,144,540,0.267,360,516,0.698,325,1097,311,194,74,505,507
151,Louisiana State,30,26,4,0.867,33.93,8.4,,13,3,,16,1,,8,2,,2636,1870,,1200,680,1861,0.365,193,654,0.295,317,482,0.658,363,992,319,238,106,610,669
152,Louisiana Tech,30,13,17,0.433,-2.03,0.8,,7,8,,9,5,,4,10,,1884,1871,,1215,687,1673,0.411,161,536,0.3,336,484,0.694,322,1056,358,238,89,472,502
153,Louisiana-Monroe,31,19,12,0.613,0.78,-2.05,,10,8,,9,4,,7,8,,2272,2073,,1240,735,1929,0.381,183,667,0.274,420,601,0.699,410,1280,366,185,73,519,551
154,Louisville,32,24,8,0.75,25.53,14.47,,12,6,,14,2,,7,5,,2359,2005,,1280,740,1774,0.417,175,585,0.299,350,500,0.7,313,998,375,231,107,588,608
155,Loyola (IL),30,15,15,0.5,-1.5,-1.54,,8,10,,8,7,,6,8,,1893,1892,,1205,700,1651,0.424,186,538,0.346,306,436,0.702,327,1035,445,224,108,534,536
156,Loyola (MD),29,15,14,0.517,-11.74,-9.7,,10,8,,7,7,,8,7,,1718,1777,,1165,645,1521,0.424,166,483,0.344,321,462,0.695,257,920,382,178,83,418,416
157,Loyola Marymount,28,10,18,0.357,-3.96,2.97,,5,10,,6,8,,4,10,,1682,1820,,1125,671,1556,0.431,173,577,0.3,305,430,0.709,292,937,407,206,98,422,417
158,Maine,30,21,9,0.7,3.23,-4.61,,14,2,,11,2,,8,6,,1944,1709,,1200,650,1597,0.407,139,459,0.303,270,412,0.655,250,970,363,186,91,428,397
159,Manhattan,28,17,11,0.607,-10.48,-10.76,,10,9,,10,3,,7,8,,1596,1588,,1125,593,1543,0.384,168,495,0.339,234,330,0.709,297,927,360,220,54,428,492
160,Marist,29,6,23,0.207,-17.51,-9.3,,4,15,,4,9,,2,12,,1631,1869,,1185,701,1832,0.383,199,676,0.294,268,365,0.734,345,1153,382,306,80,396,456
161,Marquette,29,22,7,0.759,20.13,7.61,,11,7,,13,3,,7,4,,2094,1731,,1160,646,1623,0.398,156,479,0.326,283,402,0.704,233,892,325,198,88,479,454
162,Marshall,29,23,6,0.793,9.83,-1.72,,17,1,,11,1,,12,5,,2478,2041,,1160,770,1727,0.446,130,434,0.3,371,565,0.657,368,1146,379,235,91,694,599
163,Maryland,30,18,12,0.6,22.85,17.89,,9,9,,12,3,,3,8,,2335,2186,,1205,805,1942,0.415,212,704,0.301,364,471,0.773,365,1102,486,219,96,504,588
164,Maryland-Baltimore County,28,10,18,0.357,-15.21,-8.9,,6,10,,6,8,,4,10,,1652,1772,,1145,674,1605,0.42,129,433,0.298,295,435,0.678,322,1013,345,233,99,451,465
165,Maryland-Eastern Shore,29,15,14,0.517,-8.24,-8.65,,8,6,,10,4,,5,10,,1812,1719,,1160,604,1574,0.384,158,520,0.304,353,528,0.669,313,1004,312,230,84,541,474
166,Massachusetts,32,5,27,0.156,-11.94,1.18,,2,16,,4,9,,0,14,,1857,2277,,1280,797,1788,0.446,225,653,0.345,458,601,0.762,376,1193,515,280,77,552,470
167,Massachusetts-Lowell,28,4,24,0.143,-18.7,-6.81,,4,12,,2,10,,2,14,,1462,1795,,1125,687,1595,0.431,121,402,0.301,300,401,0.748,294,1051,386,225,108,412,400
168,McNeese State,31,6,25,0.194,-26.99,-5.14,,2,16,,6,13,,0,12,,2020,2430,,1245,906,2028,0.447,206,565,0.365,412,600,0.687,402,1286,523,295,94,496,598
169,Memphis,29,13,16,0.448,4.52,6.21,,9,9,,8,5,,4,9,,1965,2014,,1185,716,1623,0.441,116,380,0.305,466,648,0.719,309,1120,369,206,131,587,531
170,Mercer,31,15,16,0.484,-4.29,-5.09,,8,6,,10,4,,3,11,,2018,1993,,1255,720,1728,0.417,128,447,0.286,425,590,0.72,327,1099,338,231,83,484,472
171,Merrimack,29,11,18,0.379,-18.42,-15.14,,8,8,,6,8,,5,10,,1720,1815,,1165,630,1642,0.384,187,600,0.312,368,523,0.704,344,1052,347,241,118,483,531
172,Miami (FL),30,19,11,0.633,17.82,11.05,,8,10,,14,4,,4,6,,2019,1816,,1210,658,1755,0.375,194,628,0.309,306,411,0.745,381,1048,409,220,88,512,421
173,Miami (OH),28,8,20,0.286,-13.44,-3.11,,5,12,,5,7,,3,13,,1496,1785,,1140,623,1564,0.398,218,654,0.333,321,466,0.689,357,1054,384,264,102,469,387
174,Michigan,31,19,12,0.613,19.54,12.54,,9,9,,11,4,,5,6,,2170,1953,,1245,700,1650,0.424,188,586,0.321,365,505,0.723,254,958,371,196,89,525,562
175,Michigan State,29,22,7,0.759,28.24,10.86,,12,6,,13,2,,6,4,,2450,1946,,1160,722,1670,0.432,180,534,0.337,322,432,0.745,252,982,417,160,88,536,526
176,Middle Tennessee,29,25,4,0.862,17.3,-0.25,,15,0,,11,1,,11,2,,2085,1576,,1165,579,1661,0.349,170,591,0.288,248,360,0.689,336,995,296,166,76,427,484
177,Milwaukee,32,16,16,0.5,-4.5,-5.46,,10,10,,8,7,,7,8,,2117,2005,,1285,712,1815,0.392,177,618,0.286,404,543,0.744,346,1044,412,286,97,467,514
178,Minnesota,31,16,15,0.516,15.84,12.42,,5,13,,13,6,,2,8,,2168,2062,,1250,765,1814,0.422,247,711,0.347,285,391,0.729,295,1100,498,233,93,489,497
179,Mississippi,29,22,7,0.759,21.27,10.85,,12,4,,11,4,,8,3,,1987,1685,,1170,614,1636,0.375,127,410,0.31,330,465,0.71,310,961,343,192,97,494,532
180,Mississippi State,32,21,11,0.656,19.36,9.8,,8,8,,11,5,,7,5,,2408,2102,,1290,803,2025,0.397,206,663,0.311,290,429,0.676,372,1108,432,227,114,455,525
181,Mississippi Valley State,30,4,26,0.133,-24.2,-2.44,,3,14,,1,9,,3,15,,1661,2314,,1200,801,1859,0.431,193,635,0.304,519,765,0.678,485,1421,466,285,171,553,494
182,Missouri,30,11,19,0.367,12.33,13.37,,2,14,,8,7,,2,9,,2099,2130,,1205,798,1895,0.421,208,659,0.316,326,448,0.728,342,1099,424,247,100,410,460
183,Missouri State,28,20,8,0.714,5.04,-0.88,,14,5,,14,1,,6,7,,1932,1766,,1120,608,1422,0.428,146,436,0.335,404,560,0.721,214,846,314,206,67,494,485
184,Monmouth,28,20,8,0.714,-0.9,-5.71,,13,4,,8,6,,12,2,,1798,1628,,1130,631,1712,0.369,116,448,0.259,250,388,0.644,311,930,299,219,78,358,437
185,Montana,29,21,8,0.724,6.47,-1.1,,13,5,,10,5,,10,3,,2097,1834,,1160,686,1682,0.408,184,544,0.338,278,371,0.749,245,941,344,208,88,350,408
186,Montana State,31,16,15,0.516,1.25,0.05,,10,8,,10,4,,5,10,,1852,1815,,1240,648,1658,0.391,197,622,0.317,322,459,0.702,332,1097,345,261,102,542,505
187,Morehead State,30,15,15,0.5,-8.91,-5.58,,10,8,,9,6,,6,8,,1989,1968,,1230,706,1791,0.394,166,544,0.305,390,531,0.734,353,1115,354,202,90,512,541
188,Morgan State,29,8,21,0.276,-18.18,-6.55,,3,11,,5,8,,2,12,,1564,1833,,1165,650,1558,0.417,158,422,0.374,375,539,0.696,347,1111,375,252,83,572,398
189,Mount St. Mary's,28,12,16,0.429,-13.73,-9.3,,9,10,,6,6,,6,10,,1518,1642,,1125,599,1570,0.382,163,570,0.286,281,395,0.711,326,1093,345,201,63,465,393
190,Murray State,28,18,10,0.643,6.6,-0.66,,11,8,,10,4,,8,6,,2399,2145,,1121,808,1799,0.449,192,551,0.348,337,462,0.729,283,1011,422,208,100,478,526
191,Navy,29,13,16,0.448,-16.24,-9.87,,9,9,,10,6,,3,10,,1786,1862,,1165,667,1628,0.41,172,520,0.331,356,497,0.716,275,1104,401,225,82,503,437
192,NC State,30,25,5,0.833,30.02,15.66,,13,5,,15,1,,7,4,,2262,1831,,1215,701,1947,0.36,200,673,0.297,229,305,0.751,328,1107,334,193,109,413,550
193,Nebraska,30,20,10,0.667,22.48,13.21,,11,7,,13,3,,5,6,,2181,1903,,1200,705,1752,0.402,189,641,0.295,304,421,0.722,258,975,389,193,87,425,531
194,Nevada,31,16,15,0.516,-2.71,-1.14,,10,8,,9,6,,5,7,,2003,2015,,1255,725,1719,0.422,187,551,0.339,378,523,0.723,323,1178,358,206,134,577,491
195,Nevada-Las Vegas,29,27,2,0.931,20.06,-0.57,,17,1,,12,1,,14,1,,2324,1726,,1165,665,1729,0.385,163,560,0.291,233,331,0.704,225,916,325,133,84,397,443
196,New Hampshire,29,9,20,0.31,-14.49,-8.45,,3,13,,7,8,,1,12,,1569,1704,,1160,595,1450,0.41,200,617,0.324,314,424,0.741,274,961,364,222,91,531,427
197,New Mexico,31,21,10,0.677,1.21,-2.56,,12,6,,14,4,,7,4,,2015,1878,,1245,724,1900,0.381,207,693,0.299,223,321,0.695,286,1141,407,200,114,431,477
198,New Mexico State,28,11,17,0.393,-4.89,-2.33,,5,10,,7,6,,2,10,,1676,1710,,1140,607,1483,0.409,143,505,0.283,353,523,0.675,274,899,308,212,94,494,480
199,New Orleans,29,11,18,0.379,-12.84,-6.71,,8,10,,6,6,,5,12,,1799,1977,,1176,706,1783,0.396,186,616,0.302,379,498,0.761,374,1242,401,260,128,541,529
200,Niagara,29,17,12,0.586,-6.7,-5.59,,14,5,,10,3,,7,7,,2022,2054,,1170,733,1584,0.463,155,475,0.326,433,608,0.712,327,1145,486,295,110,793,520
201,Nicholls State,30,13,17,0.433,-11.94,-8.68,,7,11,,8,5,,4,12,,1883,1880,,1205,652,1636,0.399,164,572,0.287,412,571,0.722,297,1130,364,243,65,530,448
202,NJIT,29,12,17,0.414,-15.33,-10.64,,4,12,,8,7,,4,10,,1681,1817,,1170,682,1729,0.394,137,462,0.297,316,481,0.657,388,1078,369,249,109,418,480
203,Norfolk State,29,24,5,0.828,1.1,-11.97,,13,1,,10,0,,13,4,,1961,1539,,1165,523,1444,0.362,165,568,0.29,328,473,0.693,294,994,324,167,70,619,430
204,North Alabama,29,12,17,0.414,-11.67,-4.41,,8,8,,8,6,,4,11,,1988,2106,,1170,778,1823,0.427,158,502,0.315,392,538,0.729,365,1139,390,256,95,460,478
205,North Carolina,31,19,12,0.613,21.92,14.89,,11,7,,14,2,,3,6,,2136,1918,,1250,679,1800,0.377,206,643,0.32,354,490,0.722,325,1124,380,176,89,494,602
206,North Carolina A&T,28,18,10,0.643,-0.56,-4.64,,12,5,,8,4,,9,5,,1840,1601,,1135,561,1619,0.347,169,592,0.285,310,451,0.687,326,997,356,231,66,486,525
207,North Carolina Central,29,15,14,0.517,-18.46,-10.3,,9,5,,8,3,,7,11,,1916,1917,,1175,703,1875,0.375,146,539,0.271,365,543,0.672,434,1244,369,267,104,611,513
208,North Dakota,29,9,20,0.31,-13.13,-0.71,,5,11,,6,10,,3,9,,1938,2206,,1159,773,1833,0.422,234,698,0.335,426,607,0.702,356,1158,405,264,79,452,515
209,North Dakota State,29,19,10,0.655,5.21,-0.28,,13,3,,12,1,,7,6,,2227,2003,,1160,720,1648,0.437,138,444,0.311,425,588,0.723,285,912,335,223,92,471,575
210,North Florida,30,9,21,0.3,-13.4,-3.51,,3,13,,7,7,,2,13,,1906,2045,,1230,760,1799,0.422,162,544,0.298,363,531,0.684,356,1125,376,225,100,438,453
211,North Texas,30,23,7,0.767,9.25,0.25,,13,5,,12,2,,9,5,,2262,1926,,1235,721,1912,0.377,182,691,0.263,302,474,0.637,385,1064,359,285,96,509,654
212,Northeastern,25,9,16,0.36,-14.81,-7.25,,5,10,,5,8,,4,8,,1417,1606,,1005,593,1453,0.408,167,544,0.307,253,348,0.727,326,919,338,210,64,368,350
213,Northern Arizona,31,23,8,0.742,3.46,-0.81,,15,3,,9,4,,12,4,,2352,2170,,1255,781,1860,0.42,192,590,0.325,416,568,0.732,311,1152,416,204,89,493,514
214,Northern Colorado,29,15,14,0.517,-2.06,-2.54,,10,8,,9,5,,6,9,,1911,1809,,1164,671,1663,0.403,163,542,0.301,304,411,0.74,303,933,361,217,82,418,518
215,Northern Illinois,29,14,15,0.483,-9.88,-6.23,,7,10,,8,6,,4,9,,1871,1907,,1165,714,1843,0.387,185,631,0.293,294,430,0.684,320,1103,381,252,87,365,457
216,Northern Iowa,28,14,14,0.5,7.88,4.95,,13,6,,9,4,,5,8,,2056,1974,,1120,709,1678,0.423,221,625,0.354,335,461,0.727,281,1025,421,169,111,404,459
217,Northern Kentucky,31,11,20,0.355,-6.94,-1.54,,8,12,,6,7,,5,11,,2118,2276,,1245,833,1902,0.438,206,629,0.328,404,565,0.715,352,1166,430,263,100,421,566
218,Northwestern,30,9,21,0.3,0.13,14.3,,4,14,,6,9,,3,9,,1984,2409,,1205,866,1928,0.449,241,673,0.358,436,569,0.766,395,1163,568,267,91,377,438
219,Northwestern State,29,11,18,0.379,-12.45,-5.19,,7,11,,7,6,,4,12,,1696,1784,,1160,627,1672,0.375,145,510,0.284,385,517,0.745,322,1077,287,251,96,421,520
220,Notre Dame,29,23,6,0.793,32.53,13.67,,13,5,,11,3,,11,2,,2320,1773,,1170,674,1769,0.381,149,541,0.275,276,401,0.688,330,1015,349,226,127,563,509
221,Oakland,29,12,17,0.414,-9.15,-2.22,,8,12,,8,8,,4,9,,2070,2114,,1190,754,1636,0.461,183,523,0.35,423,596,0.71,309,1094,436,191,80,582,566
222,Ohio,28,11,17,0.393,-10.7,-3.49,,8,9,,9,6,,2,11,,1797,1999,,1120,703,1661,0.423,207,675,0.307,386,530,0.728,389,1182,420,255,64,599,506
223,Ohio State,29,25,4,0.862,34.34,17.34,,16,2,,15,1,,8,2,,2333,1833,,1171,660,1617,0.408,157,528,0.297,356,481,0.74,297,1032,348,173,69,621,517
224,Oklahoma,29,21,8,0.724,24.33,15.78,,15,3,,13,2,,8,3,,2245,1997,,1162,729,1872,0.389,166,575,0.289,373,525,0.71,337,1088,333,225,96,482,513
225,Oklahoma State,29,14,15,0.483,17.77,15.08,,7,11,,10,5,,4,7,,2003,1925,,1160,712,1736,0.41,188,628,0.299,313,431,0.726,305,1057,382,200,79,431,480
226,Old Dominion,29,21,8,0.724,2.85,-0.83,,12,6,,12,4,,9,4,,1865,1740,,1160,589,1542,0.382,136,501,0.271,426,610,0.698,306,1093,307,250,135,605,544
227,Omaha,29,7,22,0.241,-13.46,-1.65,,3,13,,5,10,,2,12,,2128,2395,,1171,883,1833,0.482,227,650,0.349,402,559,0.719,348,1155,483,218,87,482,635
228,Oral Roberts,29,20,9,0.69,2.21,0.73,,11,5,,13,1,,7,8,,2380,2177,,1165,813,1838,0.442,202,625,0.323,349,494,0.706,347,1193,445,181,120,587,536
229,Oregon,32,11,21,0.344,10.07,17.57,,2,16,,8,8,,2,12,,1914,2154,,1281,850,2129,0.399,253,775,0.326,201,295,0.681,415,1254,572,244,107,330,481
230,Oregon State,30,24,6,0.8,28.28,15.78,,12,6,,16,2,,5,4,,2164,1789,,1220,680,1914,0.355,151,547,0.276,276,369,0.748,304,974,302,210,74,280,465
231,Pacific,29,16,13,0.552,1.92,2.6,,8,8,,11,5,,4,8,,2090,2046,,1160,728,1787,0.407,211,604,0.349,379,521,0.727,315,966,452,245,80,477,528
232,Penn State,30,19,11,0.633,25.62,12.19,,9,9,,12,4,,5,6,,2529,2126,,1205,765,1832,0.418,179,569,0.315,417,563,0.741,315,1005,434,248,86,559,518
233,Pennsylvania,26,15,11,0.577,-1.16,-0.36,,7,6,,8,4,,7,7,,1727,1645,,1045,620,1538,0.403,139,472,0.294,266,365,0.729,290,910,359,181,75,374,414
234,Pepperdine,30,5,25,0.167,-15.63,3.01,,1,15,,3,13,,2,11,,1627,2104,,1200,769,1800,0.427,195,578,0.337,371,517,0.718,376,1080,438,322,65,409,440
235,Pittsburgh,32,8,24,0.25,2.8,11.11,,2,16,,5,11,,2,9,,1945,2211,,1290,790,1923,0.411,260,744,0.349,371,497,0.746,359,1141,506,302,115,452,511
236,Portland,30,18,12,0.6,6.1,2.88,,9,6,,10,4,,8,6,,2036,1866,,1210,687,1744,0.394,136,461,0.295,356,501,0.711,382,1118,388,269,93,612,568
237,Portland State,30,8,22,0.267,-14.96,-2.03,,3,15,,6,9,,2,13,,1693,2034,,1200,773,1708,0.453,168,492,0.341,320,445,0.719,370,1103,515,245,68,400,402
238,Prairie View,27,11,16,0.407,-18.87,-6.49,,7,10,,7,7,,4,9,,1709,1834,,1085,618,1465,0.422,120,390,0.308,478,716,0.668,317,951,350,276,95,547,477
239,Presbyterian,32,18,14,0.563,-17.25,-12.59,,8,8,,11,4,,6,8,,1865,1901,,1280,718,1820,0.395,184,607,0.303,281,408,0.689,314,1075,376,311,89,477,479
240,Princeton,26,22,4,0.846,17.52,3.67,,12,1,,10,0,,11,3,,1816,1456,,1050,526,1331,0.395,148,397,0.373,256,367,0.698,236,777,278,144,61,460,400
241,Providence,31,12,19,0.387,5.11,8.01,,6,12,,8,8,,4,9,,1802,1892,,1245,706,1872,0.377,192,694,0.277,288,407,0.708,376,1037,379,296,107,416,516
242,Purdue,31,13,18,0.419,14.23,15.1,,5,13,,9,6,,3,9,,2126,2153,,1245,796,1854,0.429,207,594,0.348,354,465,0.761,322,1098,463,217,116,474,511
243,Purdue Fort Wayne,32,21,11,0.656,0.61,-3.86,,13,7,,11,3,,8,7,,2254,2003,,1285,733,1810,0.405,181,648,0.279,356,486,0.733,294,1154,407,227,119,561,535
244,Queens (NC),29,7,22,0.241,-22.4,-7.94,,1,15,,5,10,,2,12,,1798,2043,,1165,675,1628,0.415,183,602,0.304,510,719,0.709,352,1164,372,212,86,536,509
245,Quinnipiac,28,11,17,0.393,-13.31,-7.46,,8,11,,6,6,,5,10,,1664,1828,,1140,661,1657,0.399,183,597,0.307,323,449,0.719,318,1005,393,237,56,384,464
246,Radford,31,14,17,0.452,-15.67,-10.77,,9,7,,8,5,,5,10,,1799,1922,,1250,702,1748,0.402,179,587,0.305,339,466,0.727,346,1128,360,265,101,526,503
247,Rhode Island,32,19,13,0.594,8.93,0.84,,10,8,,10,5,,6,8,,2069,1810,,1280,675,1726,0.391,167,517,0.323,293,406,0.722,305,1037,368,204,87,533,506
248,Rice,29,15,14,0.517,6.68,2.85,,9,9,,9,6,,6,8,,1971,1860,,1170,667,1662,0.401,143,460,0.311,383,540,0.709,328,1070,357,206,99,491,513
249,Richmond,31,26,5,0.839,13.64,1.06,,16,2,,14,0,,9,4,,2282,1892,,1252,692,1877,0.369,217,707,0.307,291,406,0.717,375,1073,359,205,64,454,498
250,Rider,28,9,19,0.321,-19.81,-9.95,,6,13,,7,7,,2,12,,1532,1808,,1130,673,1709,0.394,174,598,0.291,288,410,0.702,368,1069,392,248,91,373,419
251,Robert Morris,30,6,24,0.2,-17.58,-3.58,,2,18,,5,9,,1,15,,1660,1991,,1215,677,1612,0.42,186,554,0.336,451,633,0.712,307,1127,384,211,76,488,415
252,Rutgers,32,8,24,0.25,4.03,11.19,,2,16,,7,11,,1,10,,2106,2335,,1280,842,1961,0.429,229,670,0.342,422,601,0.702,399,1135,543,260,107,449,568
253,Sacramento State,29,5,24,0.172,-12.31,-1.44,,4,14,,4,12,,1,12,,1622,1937,,1160,686,1663,0.413,220,655,0.336,345,472,0.731,366,1083,391,272,66,441,460
254,Sacred Heart,30,21,9,0.7,-7.98,-14.59,,15,1,,10,2,,10,5,,1980,1732,,1210,646,1615,0.4,137,484,0.283,303,429,0.706,319,1068,344,161,120,546,520
255,Saint Francis (PA),29,5,24,0.172,-31.66,-13.66,,4,12,,4,9,,1,15,,1496,2018,,1160,734,1711,0.429,169,518,0.326,381,500,0.762,361,1133,371,193,99,377,383
256,Saint Joseph's,30,26,4,0.867,11.73,-0.87,,15,3,,12,3,,14,1,,1998,1620,,1205,642,1681,0.382,152,502,0.303,184,287,0.641,307,951,277,189,85,440,492
257,Saint Louis,32,15,17,0.469,0.13,2.7,,8,9,,8,7,,5,8,,2349,2303,,1280,827,1887,0.438,211,650,0.325,438,611,0.717,370,1112,467,269,75,580,582
258,Saint Mary's (CA),30,13,17,0.433,-1.95,2.6,,6,10,,9,7,,4,10,,1830,1946,,1215,692,1676,0.413,226,689,0.328,336,455,0.738,378,1059,449,249,80,476,422
259,Saint Peter's,28,7,21,0.25,-22.34,-10.17,,4,15,,4,8,,3,13,,1408,1749,,1125,644,1551,0.415,187,575,0.325,274,404,0.678,307,961,421,305,87,496,460
260,Sam Houston,27,7,20,0.259,-12.67,-1.67,,2,13,,6,9,,1,11,,1787,1946,,1095,734,1618,0.454,154,458,0.336,324,471,0.688,329,1097,430,207,103,542,579
261,Samford,30,14,16,0.467,-10.29,-4.4,,6,8,,11,4,,3,10,,1742,1824,,1200,682,1737,0.393,159,535,0.297,301,420,0.717,328,1124,356,196,96,421,505
262,San Diego,30,9,21,0.3,-2.95,3.05,,4,12,,6,11,,2,10,,1881,2001,,1200,736,1740,0.423,167,492,0.339,362,506,0.715,357,1027,442,256,103,464,511
263,San Diego State,31,19,12,0.613,0.49,-0.34,,10,8,,12,4,,5,8,,2061,2010,,1260,739,1821,0.406,234,684,0.342,298,424,0.703,295,1119,422,213,92,485,505
264,San Francisco,29,14,15,0.483,1.23,2.15,,10,6,,8,6,,6,8,,1934,1938,,1165,718,1749,0.411,175,607,0.288,327,423,0.773,262,989,391,214,121,428,497
265,San Jose State,30,7,23,0.233,-10.33,-1.54,,2,16,,4,9,,3,13,,1819,1980,,1200,676,1642,0.412,245,665,0.368,383,481,0.796,303,963,402,287,90,486,422
266,Santa Clara,31,24,7,0.774,10.96,1.85,,12,4,,12,1,,11,5,,2197,1816,,1240,685,1721,0.398,158,545,0.29,288,424,0.679,308,991,401,234,77,470,488
267,Seattle,28,6,22,0.214,-14.34,-2.52,,6,13,,3,10,,3,12,,1787,2118,,1134,754,1720,0.438,207,667,0.31,403,563,0.716,367,1093,494,282,113,432,456
268,Seton Hall,29,16,13,0.552,14.13,8.71,,8,10,,11,5,,4,7,,1877,1720,,1175,629,1540,0.408,188,584,0.322,274,398,0.688,277,988,381,181,114,504,473
269,Siena,28,17,11,0.607,-5.13,-9.73,,14,6,,9,4,,8,7,,1903,1774,,1125,646,1627,0.397,177,547,0.324,305,448,0.681,352,1042,367,223,70,574,460
270,South Alabama,32,9,23,0.281,-14.86,-1.69,,2,16,,4,12,,5,9,,1942,2288,,1280,831,2013,0.413,176,609,0.289,450,639,0.704,445,1272,370,318,103,471,569
271,South Carolina,29,29,0,1,46.74,14.56,,16,0,,15,0,,12,0,,2522,1589,,1160,591,1883,0.314,151,584,0.259,256,383,0.668,369,990,285,194,90,469,493
272,South Carolina State,29,2,27,0.069,-29.48,-9.1,,1,13,,2,8,,0,18,,1407,1998,,1160,721,1782,0.405,216,652,0.331,340,484,0.702,451,1130,432,306,85,431,486
273,South Carolina Upstate,30,16,14,0.533,-16.56,-13.94,,10,6,,9,3,,5,10,,1778,1826,,1205,665,1715,0.388,185,620,0.298,311,467,0.666,347,1043,321,265,115,523,521
274,South Dakota,31,20,11,0.645,1.31,-1.3,,9,7,,11,4,,7,5,,2215,1987,,1254,746,1882,0.396,191,691,0.276,304,437,0.696,318,1017,390,221,102,421,537
275,South Dakota State,29,24,5,0.828,14.26,0.59,,16,0,,13,1,,11,4,,2165,1747,,1170,642,1729,0.371,162,608,0.266,301,431,0.698,288,909,332,212,101,382,523
276,South Florida,31,18,13,0.581,7.48,3.38,,10,8,,11,5,,5,5,,1995,1868,,1250,683,1787,0.382,174,529,0.329,328,491,0.668,344,1112,316,187,66,418,544
277,Southeast Missouri State,29,9,20,0.31,-13.51,-6.32,,6,12,,6,7,,3,13,,1800,1934,,1161,670,1580,0.424,180,544,0.331,414,606,0.683,300,1043,397,221,83,534,499
278,Southeastern Louisiana,29,18,11,0.621,-3.3,-4.64,,14,4,,11,4,,7,5,,1836,1682,,1190,568,1604,0.354,154,573,0.269,392,531,0.738,299,1117,306,195,97,492,493
279,Southern,28,14,14,0.5,-6.37,-2.19,,12,5,,8,3,,6,11,,1708,1765,,1130,607,1454,0.417,133,466,0.285,418,594,0.704,270,1009,381,202,82,580,529
280,Southern California,29,24,5,0.828,30.03,17.44,,13,5,,13,2,,7,3,,2161,1796,,1170,649,1664,0.39,157,502,0.313,341,453,0.753,289,991,383,183,73,462,532
281,Southern Illinois,29,10,19,0.345,-3.57,-0.81,,5,14,,6,10,,2,8,,1912,1992,,1175,715,1616,0.442,135,456,0.296,427,576,0.741,311,1088,394,200,119,570,514
282,SIU Edwardsville,31,5,26,0.161,-17.54,-6,,2,16,,5,9,,0,17,,2110,2388,,1240,856,1961,0.437,209,633,0.33,467,678,0.689,420,1232,530,265,103,434,558
283,Southern Indiana,28,22,6,0.786,-0.69,-7.19,,17,1,,14,2,,8,4,,2025,1759,,1125,610,1694,0.36,186,653,0.285,353,486,0.726,327,987,307,240,76,431,498
284,Southern Methodist,29,14,15,0.483,5.24,3.48,,8,10,,10,7,,4,6,,2033,1982,,1180,707,1754,0.403,178,575,0.31,390,522,0.747,347,1088,451,214,106,466,547
285,Southern Mississippi,30,18,12,0.6,2.26,-1.81,,10,8,,12,3,,5,8,,2017,1857,,1205,671,1778,0.377,184,636,0.289,331,480,0.69,357,1054,376,218,76,494,501
286,Southern Utah,28,7,21,0.25,-12.07,-2.84,,5,14,,4,10,,3,11,,1854,2089,,1135,777,1784,0.436,188,563,0.334,347,462,0.751,328,1036,428,265,90,318,461
287,St. Bonaventure,30,4,26,0.133,-13.26,-1.42,,1,17,,3,10,,1,15,,1640,1995,,1200,753,1721,0.438,210,602,0.349,279,401,0.696,317,1097,390,222,124,463,507
288,St. John's (NY),30,17,13,0.567,9.59,7.45,,11,7,,11,3,,6,7,,1799,1735,,1215,690,1628,0.424,136,440,0.309,219,291,0.753,296,977,385,165,109,472,483
289,St. Thomas,30,15,15,0.5,-7.53,-1.74,,7,9,,8,6,,7,7,,2046,2136,,1200,779,1748,0.446,217,596,0.364,361,486,0.743,295,984,437,234,113,491,510
290,Stanford,31,27,4,0.871,35.97,16.36,,15,3,,15,2,,9,2,,2429,1821,,1250,688,1954,0.352,190,649,0.293,255,344,0.741,326,959,330,181,75,354,488
291,Stephen F. Austin,30,20,10,0.667,0.02,-3.09,,14,5,,12,4,,8,5,,2301,2069,,1220,760,1885,0.403,183,592,0.309,366,526,0.696,361,1129,408,246,89,526,534
292,Stetson,30,17,13,0.567,-8.88,-6.2,,12,4,,10,4,,7,7,,1757,1773,,1205,603,1613,0.374,190,628,0.303,377,540,0.698,309,1066,316,205,96,495,557
293,Stonehill,29,4,25,0.138,-29.72,-13.06,,4,12,,3,12,,1,13,,1507,1990,,1160,775,1791,0.433,154,512,0.301,286,425,0.673,387,1150,392,317,97,408,468
294,Stony Brook,27,24,3,0.889,10.44,-7.9,,14,2,,13,1,,11,2,,2008,1513,,1090,575,1689,0.34,128,532,0.241,235,350,0.671,313,941,292,195,66,451,465
295,Syracuse,29,23,6,0.793,20.14,10.38,,13,5,,14,2,,7,4,,2166,1883,,1165,713,1781,0.4,156,536,0.291,301,412,0.731,371,1060,441,215,80,483,502
