Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
148,Longwood NCAA,34,22,12,0.647,-4.85,-8.2,,15,3,,11,5,,11,7,,2431,2317,,1360,837,2082,0.402,196,654,0.3,447,641,0.697,418,1194,464,287,92,617,597
149,Louisiana,25,18,7,0.72,-0.43,-5.2,,9,4,,12,3,,6,4,,1672,1260,,1005,447,1208,0.37,119,401,0.297,247,359,0.688,218,716,258,149,53,317,387
150,Louisiana State NCAA,32,26,6,0.813,22.39,10.3,,13,3,,18,4,,8,2,,2359,1972,,1284,723,1926,0.375,215,605,0.355,311,466,0.667,259,986,372,215,120,514,611
151,Louisiana Tech,33,21,12,0.636,2,-2.2,,11,7,,14,3,,7,9,,2214,1829,,1331,683,1693,0.403,176,555,0.317,287,412,0.697,280,955,390,235,82,494,526
152,Louisiana-Monroe,29,4,25,0.138,-22.15,-6.3,,0,14,,4,14,,0,11,,1683,1808,,1165,650,1482,0.439,166,471,0.352,342,497,0.688,275,895,393,230,79,404,443
153,Louisville NCAA,34,29,5,0.853,30.37,14.22,,15,2,,18,1,,11,4,,2441,1892,,1364,673,1823,0.369,164,575,0.285,382,541,0.706,287,1001,358,199,98,619,483
154,Loyola (IL),30,18,12,0.6,2.8,-0.17,,10,8,,11,3,,7,9,,1792,1610,,1199,573,1584,0.362,121,473,0.256,343,465,0.738,221,913,310,212,88,393,441
155,Loyola (MD),29,5,24,0.172,-15.15,-7.32,,2,16,,5,9,,0,15,,1559,1786,,1163,645,1535,0.42,223,599,0.372,273,394,0.693,241,844,404,194,91,400,404
156,Loyola Marymount,30,11,19,0.367,-4.95,3.22,,4,13,,4,6,,7,13,,1777,1789,,1206,679,1586,0.428,142,522,0.272,289,407,0.71,250,835,406,256,91,382,432
157,Maine,32,20,12,0.625,-5.41,-7.01,,15,3,,9,8,,11,4,,1867,1816,,1299,692,1657,0.418,141,460,0.307,291,442,0.658,220,972,347,178,93,481,377
158,Manhattan,32,21,11,0.656,-3.29,-8.2,,14,6,,12,3,,9,8,,2118,1961,,1293,725,1938,0.374,239,765,0.312,272,396,0.687,268,965,411,279,92,498,551
159,Marist,29,8,21,0.276,-13.21,-5.63,,6,14,,6,8,,2,13,,1528,1748,,1164,651,1694,0.384,202,656,0.308,244,348,0.701,328,1106,392,254,114,495,430
160,Marquette,34,23,11,0.676,12.38,5.65,,13,7,,15,4,,8,7,,2283,2054,,1375,799,2009,0.398,167,580,0.288,289,409,0.707,261,956,405,252,109,483,537
161,Marshall,28,15,13,0.536,-0.82,-1.09,,10,8,,9,4,,6,9,,1782,1579,,1130,542,1403,0.386,142,530,0.268,353,490,0.72,252,895,280,131,71,395,455
162,Maryland NCAA,32,23,9,0.719,25.72,14.12,,13,4,,16,3,,7,6,,2521,2150,,1284,811,1911,0.424,228,668,0.341,300,415,0.723,303,1009,433,179,114,543,522
163,Maryland-Baltimore County,26,3,23,0.115,-21.82,-8.3,,2,14,,1,9,,2,14,,1407,1666,,1039,655,1423,0.46,167,502,0.333,189,270,0.7,241,814,399,172,113,354,312
164,Maryland-Eastern Shore,28,12,16,0.429,-17.4,-13.76,,7,7,,7,7,,5,9,,1773,1631,,1120,527,1420,0.371,171,533,0.321,406,570,0.712,262,823,302,192,88,395,441
165,Massachusetts NCAA,33,26,7,0.788,12.98,2.89,,11,4,,14,4,,12,3,,2367,2034,,1323,756,1923,0.393,244,748,0.326,278,420,0.662,274,944,449,211,97,489,502
166,Massachusetts-Lowell,27,11,16,0.407,-13.2,-8.17,,8,9,,6,7,,5,9,,1507,1643,,1078,608,1467,0.414,141,418,0.337,286,411,0.696,231,822,295,220,86,417,422
167,McNeese State,28,13,15,0.464,-17.58,-9.94,,8,6,,8,4,,5,10,,1268,,,719,,,,,,,,,,,,,,,,
168,Memphis,28,16,12,0.571,1.85,0.85,,6,9,,11,4,,5,8,,1745,1717,,1124,636,1646,0.386,134,468,0.286,311,458,0.679,269,846,363,212,129,369,532
169,Mercer NCAA,30,23,7,0.767,1.7,-5.83,,13,1,,13,3,,10,4,,1933,1707,,1203,623,1753,0.355,144,558,0.258,317,487,0.651,329,1031,302,210,58,496,500
170,Merrimack,26,9,17,0.346,-17.21,-10.79,,5,11,,6,6,,3,11,,1668,1835,,1055,697,1617,0.431,181,525,0.345,260,376,0.691,283,890,379,199,88,387,428
171,Miami (FL) NCAA,34,21,13,0.618,16.72,14.22,,10,8,,14,5,,7,8,,2070,1985,,1360,714,1887,0.378,183,614,0.298,374,530,0.706,315,1060,408,240,120,571,525
172,Miami (OH),29,8,21,0.276,-4.3,0.5,,4,16,,5,9,,3,12,,1954,2093,,1159,735,1683,0.437,157,525,0.299,466,636,0.733,281,993,399,259,101,496,426
173,Michigan NCAA,32,25,7,0.781,23.74,12.68,,13,4,,19,1,,6,6,,2287,1933,,1301,722,1863,0.388,191,624,0.306,298,424,0.703,252,854,366,265,110,472,616
174,Michigan State,30,15,15,0.5,12.37,8.9,,8,9,,11,6,,4,9,,2118,2014,,1210,721,1775,0.406,216,657,0.329,356,468,0.761,267,915,454,218,92,437,536
175,Middle Tennessee,35,27,8,0.771,12.09,1.32,,14,4,,17,2,,10,6,,2395,2018,,1427,709,1868,0.38,161,579,0.278,439,618,0.71,287,1109,367,219,63,584,542
176,Milwaukee,30,14,16,0.467,-3.12,-2.62,,12,9,,8,6,,6,10,,1759,1774,,1203,651,1644,0.396,169,562,0.301,303,420,0.721,240,820,334,236,97,411,465
177,Minnesota,33,15,18,0.455,9.4,11.46,,7,11,,10,8,,5,10,,2300,2368,,1323,872,2047,0.426,224,650,0.345,400,553,0.723,310,1068,515,231,96,402,512
178,Mississippi NCAA,32,23,9,0.719,21.51,11.14,,10,6,,13,6,,10,3,,2142,1810,,1279,662,1695,0.391,115,394,0.292,371,535,0.693,229,902,338,223,74,534,522
179,Mississippi State,29,15,14,0.517,13.34,10.17,,6,10,,12,5,,3,9,,2063,1916,,1159,719,1712,0.42,151,439,0.344,327,458,0.714,300,1035,377,146,86,430,436
180,Mississippi Valley State,26,4,22,0.154,-25.3,-11.8,,3,14,,2,9,,2,13,,1656,2007,,1050,728,1632,0.446,157,499,0.315,394,570,0.691,334,1079,422,253,97,528,484
181,Missouri,31,18,13,0.581,14.06,10.96,,7,9,,11,5,,7,8,,2187,2091,,1265,787,1915,0.411,216,647,0.334,301,430,0.7,297,982,383,209,102,375,511
182,Missouri State NCAA,33,25,8,0.758,15.18,5.65,,14,4,,16,2,,9,6,,2138,1752,,1318,608,1677,0.363,136,493,0.276,400,561,0.713,229,964,312,193,137,535,603
183,Monmouth,30,14,16,0.467,-10.71,-8.34,,9,11,,8,7,,6,9,,1776,1847,,1209,710,1779,0.399,135,482,0.28,292,428,0.682,281,991,335,251,99,473,458
184,Montana,30,19,11,0.633,1.29,-4.99,,12,8,,13,3,,6,8,,2038,1772,,1211,639,1768,0.361,169,570,0.296,325,419,0.776,240,886,283,223,98,329,488
185,Montana State NCAA,35,22,13,0.629,-0.05,-0.75,,14,6,,16,3,,6,10,,2417,2243,,1416,795,1906,0.417,235,732,0.321,418,584,0.716,317,1175,456,199,91,506,550
186,Morehead State,28,1,27,0.036,-24.82,-2.93,,0,18,,1,12,,0,15,,1470,1989,,1119,719,1577,0.456,182,522,0.349,369,490,0.753,283,957,441,247,65,337,351
187,Morgan State,26,18,8,0.692,-11.65,-13.48,,11,3,,10,1,,8,7,,1645,1441,,1045,504,1240,0.406,92,330,0.279,341,511,0.667,232,765,258,205,67,482,403
188,Mount St. Mary's NCAA,29,16,13,0.552,-10.63,-10.95,,11,5,,11,4,,5,9,,1851,1740,,1160,663,1628,0.407,143,440,0.325,271,388,0.698,278,909,307,188,76,427,458
189,Murray State,32,22,10,0.688,2.97,-5.76,,13,5,,12,3,,10,7,,2325,1890,,1293,736,1860,0.396,182,567,0.321,236,326,0.724,259,811,354,236,102,333,533
190,Navy,31,10,21,0.323,-14.26,-6.62,,5,13,,6,11,,4,10,,1708,1945,,1239,723,1795,0.403,199,648,0.307,300,422,0.711,323,1128,447,186,81,436,453
191,NC State NCAA,36,32,4,0.889,35.12,16.28,,17,1,,23,3,,9,1,,2782,2104,,1460,796,2188,0.364,216,766,0.282,296,406,0.729,307,1058,352,209,126,494,557
192,Nebraska NCAA,33,24,9,0.727,22.54,9.03,,11,7,,17,2,,7,7,,2568,2066,,1320,751,1947,0.386,160,578,0.277,404,555,0.728,270,989,387,235,89,453,545
193,Nevada,33,20,13,0.606,1.87,-0.23,,11,6,,11,6,,9,7,,2199,1978,,1344,719,1694,0.424,184,575,0.32,356,490,0.727,249,955,375,174,74,487,434
194,Nevada-Las Vegas NCAA,33,26,7,0.788,9.89,-0.72,,15,3,,16,2,,10,5,,2485,2135,,1320,806,2030,0.397,196,651,0.301,327,442,0.74,260,980,450,213,96,439,587
195,New Hampshire,28,7,21,0.25,-17.93,-8.04,,4,12,,6,8,,1,13,,1483,1678,,1124,595,1354,0.439,178,533,0.334,310,441,0.703,230,827,379,226,98,466,464
196,New Mexico,36,26,10,0.722,6.62,-1.01,,14,4,,18,4,,8,6,,2757,2325,,1439,892,2242,0.398,233,722,0.323,308,442,0.697,367,1207,516,235,60,473,451
197,New Mexico State,29,10,19,0.345,-8.82,-4.04,,6,12,,10,5,,0,14,,1869,1794,,1184,617,1445,0.427,141,433,0.326,419,589,0.711,210,835,297,206,105,429,492
198,New Orleans,23,5,18,0.217,-23.86,-8.81,,3,11,,2,7,,3,11,,1252,1373,,925,492,1130,0.435,97,309,0.314,292,446,0.655,214,727,295,194,65,337,303
199,Niagara,30,15,15,0.5,-10.62,-7.32,,11,9,,10,4,,5,11,,2096,2195,,1209,827,1782,0.464,168,526,0.319,373,521,0.716,323,1066,552,269,124,727,585
200,Nicholls State,26,4,22,0.154,-24.09,-8.64,,2,12,,2,10,,2,12,,1542,1641,,1044,604,1387,0.435,165,463,0.356,268,381,0.703,258,763,354,246,65,351,365
201,NJIT,30,15,15,0.5,-13.51,-10.21,,9,8,,7,6,,8,9,,1701,1800,,1214,652,1790,0.364,145,482,0.301,351,482,0.728,328,940,351,240,109,393,523
202,Norfolk State,29,17,12,0.586,-8.44,-12.51,,11,3,,11,2,,6,10,,1759,1564,,1158,511,1489,0.343,144,561,0.257,398,572,0.696,318,962,309,183,78,590,444
203,North Alabama,29,13,16,0.448,-10.52,-5.64,,8,8,,9,7,,4,9,,1997,1775,,1179,671,1576,0.426,122,389,0.314,311,437,0.712,276,909,308,181,78,343,410
204,North Carolina NCAA,32,25,7,0.781,29.57,12.22,,13,5,,15,2,,10,5,,2339,1784,,1286,658,1900,0.346,192,718,0.267,276,390,0.708,293,1029,376,182,107,575,621
205,North Carolina A&T,29,14,15,0.483,-8.66,-9.84,,11,7,,8,7,,6,8,,1970,1936,,1169,742,1686,0.44,179,556,0.322,273,419,0.652,255,878,436,277,93,542,496
206,North Carolina Central,25,5,20,0.2,-24.61,-11.48,,3,11,,4,5,,1,15,,1541,1646,,999,574,1358,0.423,137,452,0.303,361,561,0.643,296,940,333,256,102,513,476
207,North Dakota,30,15,15,0.5,-5.37,-1.66,,9,9,,8,5,,7,10,,2017,1952,,1204,703,1773,0.397,187,590,0.317,359,471,0.762,298,954,375,226,109,338,440
208,North Dakota State,29,11,18,0.379,-3.67,1.81,,7,11,,7,7,,4,11,,1862,1833,,1159,653,1536,0.425,163,505,0.323,364,481,0.757,225,812,320,184,82,322,456
209,North Florida,30,13,17,0.433,-5.68,-3.05,,5,11,,8,5,,5,12,,1967,1737,,1210,629,1676,0.375,177,606,0.292,302,424,0.712,295,938,330,194,64,389,390
210,North Texas,30,17,13,0.567,4.21,0.63,,10,7,,13,5,,4,8,,1990,1793,,1205,676,1676,0.403,129,463,0.279,312,460,0.678,273,937,288,220,78,437,585
211,Northeastern,32,14,18,0.438,-4.69,-4.03,,8,10,,10,4,,4,14,,1981,2002,,1286,702,1839,0.382,190,625,0.304,408,575,0.71,326,991,365,283,75,475,514
212,Northern Arizona,31,17,14,0.548,-0.09,-1.9,,12,8,,11,6,,6,8,,2258,2202,,1245,784,1869,0.419,194,607,0.32,440,587,0.75,278,985,399,247,95,468,524
213,Northern Colorado,31,15,16,0.484,-3.22,-3.49,,9,11,,10,4,,5,12,,1921,1831,,1255,673,1735,0.388,162,578,0.28,323,433,0.746,264,884,360,273,99,362,413
214,Northern Illinois,29,14,15,0.483,-0.84,1.74,,11,9,,10,5,,4,10,,1933,2008,,1174,750,1870,0.401,263,826,0.318,245,338,0.725,256,950,451,231,100,334,479
215,Northern Iowa,34,23,11,0.676,12.63,4.03,,13,5,,14,3,,9,8,,2347,1953,,1360,746,1909,0.391,143,488,0.293,318,459,0.693,256,1018,373,197,122,434,519
216,Northern Kentucky,29,21,8,0.724,0.36,-6.14,,14,6,,9,4,,12,4,,1918,1664,,1165,635,1595,0.398,131,425,0.308,263,370,0.711,212,829,293,198,99,406,461
217,Northwestern,29,17,12,0.586,13.93,10.9,,8,8,,12,3,,5,9,,1940,1852,,1174,650,1633,0.398,190,550,0.345,362,484,0.748,270,990,451,189,107,509,497
218,Northwestern State,26,12,14,0.462,-18.59,-13.77,,5,9,,7,6,,5,8,,1655,1293,,1047,478,1254,0.381,123,424,0.29,214,320,0.669,274,754,289,195,72,337,366
219,Notre Dame NCAA,33,24,9,0.727,25.05,14.05,,12,5,,15,2,,9,7,,2451,2088,,1331,800,2059,0.389,218,684,0.319,270,386,0.699,295,1014,416,249,111,540,528
220,Oakland,30,15,15,0.5,-4.7,-3.33,,11,9,,7,10,,8,5,,1878,1919,,1199,718,1689,0.425,147,521,0.282,336,461,0.729,279,978,382,209,77,439,503
221,Ohio,30,15,15,0.5,2.13,1.92,,9,10,,9,5,,6,10,,2199,2103,,1199,764,1805,0.423,253,748,0.338,322,442,0.729,304,1085,501,171,83,482,490
222,Ohio State NCAA,32,25,7,0.781,22.03,9.44,,14,4,,16,3,,9,4,,2501,2098,,1280,774,1922,0.403,171,553,0.309,379,521,0.727,291,1078,414,178,88,542,534
223,Oklahoma NCAA,34,25,9,0.735,20.97,15.23,,12,6,,16,4,,9,5,,2808,2613,,1375,950,2328,0.408,208,725,0.287,505,705,0.716,390,1225,498,317,127,575,626
224,Oklahoma State,29,9,20,0.31,11.75,15.68,,3,15,,5,9,,4,11,,1672,1786,,1159,659,1598,0.412,130,417,0.312,338,468,0.722,223,1011,340,203,144,477,430
225,Old Dominion,34,24,10,0.706,6.11,-0.86,,12,6,,13,5,,11,5,,2169,1869,,1360,653,1727,0.378,148,517,0.286,415,595,0.697,302,1051,339,227,98,622,588
226,Omaha,26,7,19,0.269,-7.08,2.2,,3,14,,3,9,,4,10,,1488,1633,,1045,576,1402,0.411,188,549,0.342,293,384,0.763,228,827,337,219,93,377,406
227,Oral Roberts,31,16,15,0.516,-2.69,0.38,,10,8,,11,5,,5,10,,2041,1937,,1251,736,1740,0.423,178,579,0.307,287,403,0.712,241,977,361,215,127,420,490
228,Oregon NCAA,32,20,12,0.625,24.99,15.6,,11,6,,14,6,,6,6,,2283,1866,,1304,648,1756,0.369,196,640,0.306,374,510,0.733,269,935,408,211,89,402,480
229,Oregon State,31,17,14,0.548,16.04,14.17,,6,9,,14,6,,3,8,,1998,1940,,1248,713,1986,0.359,211,695,0.304,303,395,0.767,254,965,391,260,85,257,481
230,Pacific,29,6,23,0.207,-6.01,4.81,,3,14,,5,8,,1,15,,1979,2031,,1166,730,1666,0.438,202,573,0.353,369,506,0.729,289,1002,429,238,87,418,472
231,Penn State,29,11,18,0.379,4.9,9.21,,5,13,,8,7,,3,11,,2047,2172,,1159,806,1861,0.433,225,618,0.364,335,457,0.733,350,1067,522,232,93,461,383
232,Pennsylvania,26,12,14,0.462,-1.78,-2.74,,7,7,,6,8,,6,6,,1683,1480,,1049,553,1483,0.373,150,533,0.281,224,326,0.687,275,847,317,186,81,357,369
233,Pepperdine,25,8,17,0.32,-6.22,1.74,,4,11,,6,7,,2,10,,1489,1625,,1004,597,1424,0.419,147,446,0.33,284,372,0.763,242,793,377,203,70,334,344
234,Pittsburgh,30,11,19,0.367,7.97,11.37,,2,16,,8,8,,3,11,,1850,1952,,1212,687,1869,0.368,198,644,0.307,380,536,0.709,312,1013,399,219,121,428,476
235,Portland,31,20,11,0.645,11.37,4.55,,8,7,,15,4,,5,7,,2190,1709,,1245,643,1610,0.399,127,422,0.301,296,425,0.696,280,838,390,232,68,429,489
236,Portland State,29,5,24,0.172,-18.75,-3.57,,0,20,,4,11,,1,13,,1725,1975,,1158,732,1649,0.444,168,526,0.319,343,478,0.718,306,1007,491,222,102,340,369
237,Prairie View,30,13,17,0.433,-21.17,-9.51,,9,8,,6,7,,6,10,,1844,1901,,1159,664,1618,0.41,172,549,0.313,401,611,0.656,305,1004,443,261,81,446,436
238,Presbyterian,30,12,18,0.4,-16.56,-12.45,,6,12,,8,6,,4,12,,1798,1831,,1205,703,1704,0.413,162,539,0.301,263,415,0.634,271,866,393,291,65,403,485
239,Princeton NCAA,30,25,5,0.833,18.67,1.84,,14,0,,13,2,,12,3,,2049,1544,,1205,550,1554,0.354,142,528,0.269,302,437,0.691,224,861,258,189,86,557,494
240,Providence,30,11,19,0.367,0.24,4.21,,6,14,,6,12,,5,7,,1797,1916,,1219,692,1872,0.37,201,664,0.303,331,455,0.727,312,1023,397,274,129,412,465
241,Purdue,32,17,15,0.531,11.25,9.44,,7,11,,12,6,,5,9,,2213,2155,,1286,799,1925,0.415,154,557,0.276,403,562,0.717,294,1046,448,209,104,462,489
242,Purdue Fort Wayne,28,7,21,0.25,-13.69,-4.65,,5,14,,5,9,,2,12,,1684,1745,,1121,643,1496,0.43,157,487,0.322,302,426,0.709,245,871,337,232,94,373,378
243,Quinnipiac,33,21,12,0.636,0.55,-6.66,,14,6,,12,4,,9,8,,2227,1989,,1336,726,1954,0.372,175,571,0.306,362,520,0.696,334,1057,346,261,102,530,558
244,Radford,30,7,23,0.233,-22.63,-10.17,,3,15,,5,8,,2,15,,1754,1933,,1200,721,1692,0.426,142,454,0.313,349,513,0.68,274,927,355,265,60,360,409
245,Rhode Island,29,22,7,0.759,10.82,0.26,,12,2,,12,4,,10,3,,1836,1530,,1159,588,1614,0.364,167,585,0.285,187,295,0.634,222,814,344,207,92,411,435
246,Rice,27,14,13,0.519,-0.96,-0.42,,8,9,,10,6,,4,7,,1805,1735,,1109,641,1581,0.405,115,448,0.257,338,481,0.703,264,818,347,220,77,377,517
247,Richmond,30,16,14,0.533,2.32,-1.11,,7,9,,7,9,,9,5,,2115,2012,,1205,753,1969,0.382,171,573,0.298,335,477,0.702,358,1023,404,247,93,365,436
248,Rider,30,9,21,0.3,-13.15,-7.71,,7,13,,4,9,,5,12,,1748,1911,,1206,697,1847,0.377,181,631,0.287,336,458,0.734,388,1075,392,261,101,430,413
249,Robert Morris,28,13,15,0.464,-9.03,-4.74,,10,11,,8,6,,5,9,,1521,1641,,1119,580,1425,0.407,155,524,0.296,326,445,0.733,235,894,319,196,73,462,390
250,Rutgers,31,11,20,0.355,6.04,7.62,,3,14,,8,9,,3,11,,1811,1860,,1242,642,1657,0.387,187,621,0.301,389,536,0.726,260,852,386,268,75,459,460
251,Sacramento State,30,14,16,0.467,-5.48,-3.89,,10,10,,6,9,,8,7,,1944,1914,,1204,711,1697,0.419,181,481,0.376,311,427,0.728,250,872,408,214,60,288,395
252,Sacred Heart,25,8,17,0.32,-18.47,-12.59,,4,12,,4,8,,4,9,,1451,1598,,1010,567,1410,0.402,133,455,0.292,331,482,0.687,250,865,289,171,67,378,421
253,Saint Francis (PA),30,8,22,0.267,-19.63,-8,,8,10,,5,6,,3,16,,1627,1976,,1215,735,1740,0.422,196,527,0.372,310,407,0.762,247,860,392,263,104,319,470
254,Saint Joseph's,30,13,17,0.433,1.11,2.81,,7,8,,6,8,,7,9,,1748,1799,,1200,681,1687,0.404,165,544,0.303,272,395,0.689,290,891,357,239,84,367,469
255,Saint Louis,27,9,18,0.333,-1.06,3.2,,5,9,,4,8,,5,10,,1615,1730,,1083,655,1670,0.392,179,555,0.323,241,337,0.715,247,903,372,196,72,344,363
256,Saint Mary's (CA),33,18,15,0.545,2.37,4.73,,9,9,,10,7,,8,8,,2301,2241,,1337,813,1969,0.413,222,667,0.333,393,553,0.711,294,975,419,305,95,375,525
257,Saint Peter's,31,13,18,0.419,-11.25,-9.41,,9,11,,9,6,,4,12,,1829,1886,,1245,654,1767,0.37,160,550,0.291,418,597,0.7,320,1014,379,302,143,528,550
258,Sam Houston,31,15,16,0.484,-9.2,-3.16,,9,9,,11,5,,4,11,,2091,1954,,1246,708,1552,0.456,130,409,0.318,408,595,0.686,236,841,397,283,124,504,595
259,Samford,30,13,17,0.433,-9.58,-4.26,,7,7,,9,5,,4,12,,1908,1894,,1214,707,1714,0.412,181,570,0.318,299,419,0.714,296,899,429,248,84,387,429
260,San Diego,32,17,15,0.531,7.23,5.57,,8,9,,8,6,,9,7,,1942,1856,,1240,656,1663,0.394,195,626,0.312,349,482,0.724,232,997,393,158,116,365,416
261,San Diego State,31,15,16,0.484,-0.36,1.27,,8,10,,11,5,,4,11,,1026,,,640,,,,,,,,,,,,,,,,
262,San Francisco,33,17,16,0.515,5.6,5.51,,10,8,,11,5,,6,11,,2241,2125,,1330,771,1935,0.398,211,683,0.309,372,488,0.762,326,1116,396,208,98,454,528
263,San Jose State,30,5,25,0.167,-16.18,1.89,,2,16,,3,11,,2,14,,1804,2266,,1199,839,1820,0.461,234,632,0.37,354,466,0.76,299,1101,549,211,71,377,434
264,Santa Clara,31,16,15,0.516,2.09,3.67,,8,10,,12,4,,3,11,,2177,1808,,1249,673,1500,0.449,166,489,0.339,296,410,0.722,169,736,411,199,69,335,480
265,Seattle,30,11,19,0.367,-11.06,-4.63,,6,12,,6,8,,5,11,,1879,1909,,1215,666,1725,0.386,224,721,0.311,353,485,0.728,338,1038,421,234,95,414,455
266,Seton Hall,37,24,13,0.649,7.91,6.64,,12,8,,15,6,,9,7,,2565,2518,,1496,969,2357,0.411,236,810,0.291,344,470,0.732,405,1357,537,243,94,503,503
267,Siena,29,10,19,0.345,-11.28,-9.04,,10,10,,6,7,,4,12,,1681,1746,,1161,612,1589,0.385,143,545,0.262,379,529,0.716,267,929,334,246,71,520,457
268,South Alabama,26,8,18,0.308,-17.64,-5.29,,2,10,,5,8,,3,10,,1581,1641,,1050,610,1456,0.419,123,392,0.314,298,428,0.696,311,989,311,167,90,402,379
269,South Carolina NCAA,37,35,2,0.946,38.46,18.24,,15,1,,23,1,,12,1,,2623,1875,,1485,728,2191,0.332,138,518,0.266,281,427,0.658,266,932,335,229,153,478,643
270,South Carolina State,29,4,25,0.138,-31.26,-10.58,,4,10,,2,12,,2,13,,1462,2062,,1159,763,1920,0.397,149,523,0.285,387,576,0.672,387,1159,392,326,95,422,462
271,South Carolina Upstate,30,22,8,0.733,-9.33,-13.44,,14,4,,12,3,,10,5,,2017,1637,,1205,612,1489,0.411,141,501,0.281,272,385,0.706,233,834,323,199,82,425,439
272,South Dakota NCAA,35,29,6,0.829,19.35,4.5,,17,1,,16,3,,13,3,,2412,1824,,1406,650,1772,0.367,186,653,0.285,338,459,0.736,258,996,369,179,84,582,600
273,South Dakota State,38,29,9,0.763,19.8,4.23,,17,1,,21,4,,8,5,,2843,2177,,1519,812,2111,0.385,207,672,0.308,346,509,0.68,278,1007,423,267,133,472,583
274,South Florida NCAA,33,24,9,0.727,15.19,8.82,,12,3,,14,3,,10,6,,2008,1798,,1326,663,1811,0.366,145,509,0.285,327,476,0.687,273,945,339,213,127,431,549
275,Southeast Missouri State,29,6,23,0.207,-17.17,-3.1,,2,16,,4,12,,2,11,,1763,1980,,1160,720,1635,0.44,157,492,0.319,383,527,0.727,315,948,418,261,95,406,430
276,Southeastern Louisiana,27,16,11,0.593,-7.69,-12.69,,10,4,,9,4,,7,7,,1677,1274,,1094,431,1169,0.369,123,430,0.286,289,401,0.721,164,671,235,168,75,390,371
277,Southern,31,14,17,0.452,-11.96,-7.06,,11,7,,11,1,,3,16,,1856,1853,,1254,624,1434,0.435,131,432,0.303,474,677,0.7,278,1017,356,196,74,602,471
278,Southern California,28,12,16,0.429,12.79,13.15,,5,12,,8,7,,4,9,,1801,1811,,1130,641,1727,0.371,178,594,0.3,351,476,0.737,294,919,372,235,97,361,466
279,Southern Illinois,31,21,10,0.677,7.87,2.34,,15,3,,13,1,,8,9,,1955,1719,,1240,659,1565,0.421,129,471,0.274,272,385,0.706,224,832,328,183,82,436,517
280,SIU Edwardsville,31,13,18,0.419,-8.03,-2.71,,8,10,,6,9,,7,9,,2148,2313,,1238,849,1814,0.468,173,534,0.324,442,611,0.723,284,1003,485,325,103,621,596
281,Southern Methodist,29,14,15,0.483,5.23,5.89,,7,7,,7,8,,7,7,,1760,1779,,1171,645,1718,0.375,166,547,0.303,323,455,0.71,287,1012,414,224,124,413,455
282,Southern Mississippi,30,18,12,0.6,-2.91,-3.81,,9,8,,12,5,,6,7,,2001,1829,,1209,643,1673,0.384,169,605,0.279,374,522,0.716,302,873,370,212,93,419,466
283,Southern Utah,30,18,12,0.6,-2.19,-3.4,,14,6,,10,5,,8,7,,2119,1872,,1214,689,1721,0.4,169,569,0.297,325,443,0.734,252,874,357,245,93,356,522
284,St. Bonaventure,28,12,16,0.429,-6.87,-1.54,,4,12,,8,7,,4,9,,1633,1696,,1125,625,1593,0.392,185,587,0.315,261,391,0.668,282,916,327,176,86,358,421
285,St. Francis (NY),27,17,10,0.63,-10.34,-11.45,,13,3,,9,5,,8,5,,1747,1633,,1085,626,1462,0.428,143,452,0.316,238,360,0.661,241,866,341,184,83,435,457
286,St. John's (NY),31,12,19,0.387,3.65,5.33,,7,12,,8,6,,4,13,,2233,2285,,1245,884,2022,0.437,205,627,0.327,312,419,0.745,325,1110,508,230,124,407,459
287,St. Thomas,28,7,21,0.25,-14.34,-1.67,,4,14,,3,10,,4,11,,1627,1877,,1136,701,1575,0.445,169,498,0.339,306,435,0.703,218,864,356,196,96,314,367
288,Stanford NCAA,36,32,4,0.889,34.68,17.99,,16,0,,21,3,,11,1,,2645,2044,,1439,728,2083,0.349,194,606,0.32,394,544,0.724,307,1011,340,246,82,524,611
289,Stephen F. Austin NCAA,33,28,5,0.848,11.82,-3.76,,17,1,,15,1,,13,4,,2467,1757,,1319,625,1718,0.364,162,542,0.299,345,501,0.689,340,1028,345,232,78,679,600
290,Stetson,32,20,12,0.625,-0.83,-3.09,,11,5,,11,4,,9,8,,2022,1736,,1279,622,1664,0.374,186,673,0.276,306,458,0.668,238,929,378,238,105,482,533
291,Stony Brook,29,23,6,0.793,1.93,-8.96,,14,4,,12,2,,11,4,,1954,1638,,1159,610,1676,0.364,164,618,0.265,254,365,0.696,259,889,332,201,94,449,521
292,Syracuse,29,11,18,0.379,6.62,10.45,,4,14,,9,9,,2,9,,2059,2170,,1159,839,1864,0.45,184,572,0.322,308,443,0.695,367,1180,498,216,93,538,405
293,Tarleton State,29,16,13,0.552,-10.76,-6.16,,8,10,,9,6,,7,7,,1765,1538,,1163,568,1434,0.396,127,413,0.308,275,415,0.663,255,819,324,229,79,377,403
294,TCU,28,6,22,0.214,2.62,15.73,,2,16,,5,11,,1,11,,1689,2056,,1129,766,1769,0.433,206,570,0.361,318,435,0.731,254,988,488,227,98,394,478
295,Temple,28,13,15,0.464,4.63,6.35,,8,8,,6,8,,7,7,,1672,1720,,1128,627,1673,0.375,129,442,0.292,337,483,0.698,302,919,387,246,111,416,452
